movieId,mean,count,weighted_score,title,genres,IMAX,Children,Action,Fantasy,Thriller,Sci-Fi,Comedy,Film-Noir,(no genres listed),Documentary,Animation,Horror,Adventure,Romance,Crime,Mystery,War,Musical,Drama,Western
62,3.7620423892100194,1038,3.755503884753171,Mr. Holland's Opus (1995),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
63,2.8157894736842106,114,2.9644315896971287,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
64,2.827777777777778,90,3.003151240969888,Two if by Sea (1996),Comedy|Romance,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
65,2.4078947368421053,266,2.521547800393198,Bio-Dome (1996),Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
66,2.1297709923664123,131,2.390547508797432,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,3.4705882352941178,68,3.488552539963128,French Twist (Gazon maudit) (1995),Comedy|Romance,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
69,3.6125541125541125,231,3.6029814134727456,Friday (1995),Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
70,3.2202898550724637,690,3.2331640957172034,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
71,2.3981481481481484,54,2.8021208204331733,Fair Game (1995),Action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,3.3970588235294117,68,3.4375321317998626,Kicking and Screaming (1995),Comedy|Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
73,3.789808917197452,157,3.7480114915314786,"Misérables, Les (1995)",Drama|War,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
74,3.3535911602209945,181,3.378569426144012,Bed of Roses (1996),Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
76,3.08,175,3.1457470678848125,Screamers (1995),Action|Sci-Fi|Thriller,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,3.1641791044776117,67,3.2770943187256343,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
79,3.2263513513513513,296,3.254227450663762,"Juror, The (1996)",Drama|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
81,3.2151515151515153,165,3.2634776867507003,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
82,3.949324324324324,148,3.8785289264965535,Antonia's Line (Antonia) (1995),Comedy|Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
85,3.546979865771812,149,3.5440120051194772,Angels and Insects (1995),Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
86,3.47972972972973,222,3.485627575065026,White Squall (1996),Action|Adventure|Drama,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
87,2.4722222222222223,54,2.849739868052221,Dunston Checks In (1996),Children|Comedy,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
88,3.0177865612648223,253,3.072007593344122,Black Sheep (1996),Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
89,3.2658227848101267,158,3.307862494236099,Nick of Time (1995),Action|Thriller,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2.792682926829268,123,2.9371120844208267,Mary Reilly (1996),Drama|Horror|Thriller,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
93,2.4313725490196076,102,2.6808950675483825,Vampire in Brooklyn (1995),Comedy|Horror|Romance,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
94,3.5821917808219177,219,3.5758158591019535,Beautiful Girls (1996),Comedy|Drama|Romance,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
95,3.1251063829787236,1175,3.135168588312354,Broken Arrow (1996),Action|Adventure|Thriller,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
97,3.98989898989899,99,3.8827763481890427,"Hate (Haine, La) (1995)",Crime|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
99,3.1363636363636362,33,3.3234626812124843,Heidi Fleiss: Hollywood Madam (1995),Documentary,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100,3.190582959641256,223,3.2307436716062714,City Hall (1996),Drama|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101,3.7937219730941703,223,3.7623642249659546,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
102,2.4285714285714284,105,2.673171473454715,Mr. Wrong (1996),Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
103,3.0816326530612246,49,3.2516221381821078,Unforgettable (1996),Mystery|Sci-Fi|Thriller,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
104,3.384498480243161,987,3.388769074647381,Happy Gilmore (1996),Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
105,3.2954545454545454,528,3.3080253564809796,"Bridges of Madison County, The (1995)",Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
107,3.2229299363057327,314,3.2496457817336815,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
110,4.038227938549482,2799,4.032830734859097,Braveheart (1995),Action|Drama|War,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
111,4.119331742243436,1257,4.105577427285459,Taxi Driver (1976),Crime|Drama|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
112,3.3740031897926634,627,3.3810930729320954,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
113,3.0462962962962963,54,3.21878748709984,Before and After (1996),Drama|Mystery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
116,4.22093023255814,43,3.93668697145735,Anne Frank Remembered (1995),Documentary,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
117,3.7037037037037037,81,3.6565599001476263,"Young Poisoner's Handbook, The (1995)",Crime|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
118,2.9152542372881354,59,3.1222263923189493,If Lucy Fell (1996),Comedy|Romance,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
121,3.761904761904762,42,3.6649742905053686,"Boys of St. Vincent, The (1992)",Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
122,2.8010471204188483,191,2.8999011263184915,Boomerang (1992),Comedy|Romance,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
123,3.824324324324324,111,3.761547155435365,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
125,3.816901408450704,213,3.781391559326693,Flirting With Disaster (1996),Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
126,2.1714285714285713,70,2.578781489163865,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
132,2.668181818181818,110,2.8527010636884746,Jade (1995),Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,3.046376811594203,345,3.085008397110364,Down Periscope (1996),Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
140,3.423954372623574,263,3.4347377096122407,Up Close and Personal (1996),Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
141,3.499566724436742,1154,3.500319382530732,"Birdcage, The (1996)",Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
144,3.5529661016949152,236,3.550293792918746,"Brothers McMullen, The (1995)",Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
145,3.223993288590604,596,3.23862324108049,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
147,3.590909090909091,220,3.583512595665546,"Basketball Diaries, The (1995)",Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
149,3.8620689655172415,58,3.748615328595301,Amateur (1994),Crime|Drama|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
150,3.8672372611464967,2512,3.8632486817137632,Apollo 13 (1995),Adventure|Drama|IMAX,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
151,3.514388489208633,695,3.5150043433329468,Rob Roy (1995),Action|Drama|Romance|War,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
152,3.2083333333333335,36,3.354214377521008,"Addiction, The (1995)",Drama|Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
153,2.9210987726475746,1711,2.9315784887515144,Batman Forever (1995),Action|Adventure|Comedy|Crime,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
154,3.7947976878612715,173,3.7555573838245637,Beauty of the Day (Belle de jour) (1967),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
155,3.440677966101695,59,3.470540999060523,Beyond Rangoon (1995),Adventure|Drama|War,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
156,3.5055555555555555,90,3.511484574303221,Blue in the Face (1995),Comedy|Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
157,2.72992700729927,137,2.873521849798722,Canadian Bacon (1995),Comedy|War,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
158,2.9483037156704364,619,2.9751589351562195,Casper (1995),Adventure|Children,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
159,3.5588235294117645,136,3.553482824797509,Clockers (1995),Crime|Drama|Mystery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
160,2.5898389095415117,807,2.623510333233437,Congo (1995),Action|Adventure|Mystery|Sci-Fi,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
161,3.760279605263158,1216,3.754717615502718,Crimson Tide (1995),Drama|Thriller|War,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
162,4.047021943573668,319,4.002516186006838,Crumb (1994),Documentary,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
163,3.422192151556157,739,3.426369504442635,Desperado (1995),Action|Romance|Western,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
164,3.504405286343612,227,3.5073079724373013,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
165,3.5210293303818485,1807,3.5211639351749517,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
166,3.1923076923076925,39,3.338813752411399,"Doom Generation, The (1995)",Comedy|Crime|Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
168,3.08398133748056,643,3.1038308304849727,First Knight (1995),Action|Drama|Romance,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
169,2.3810975609756095,164,2.558650252146322,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
170,3.19390243902439,410,3.2167685202645147,Hackers (1995),Action|Adventure|Crime|Thriller,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
171,3.5675675675675675,74,3.5565206626575625,Jeffrey (1995),Comedy|Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
172,2.6772445820433437,646,2.715056433308264,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,2.55830164765526,789,2.593868313695222,Judge Dredd (1995),Action|Crime|Sci-Fi,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
174,2.5504201680672267,119,2.7475043551435334,Jury Duty (1995),Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
175,3.5217391304347827,276,3.5224776108378646,Kids (1995),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
176,3.9746376811594204,138,3.8951080292642057,Living in Oblivion (1995),Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
177,2.9473684210526314,114,3.068598256363795,Lord of Illusions (1995),Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
178,3.6363636363636362,33,3.5853674431172466,Love & Human Remains (1993),Comedy|Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
179,2.590909090909091,77,2.85400139174193,Mad Love (1995),Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
180,3.563364055299539,434,3.5611598036991086,Mallrats (1995),Comedy|Romance,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
181,1.9246575342465753,146,2.1981713006612873,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,2.8823529411764706,34,3.1855960768185394,Moonlight and Valentino (1995),Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
183,3.25,36,3.3769416502482805,Mute Witness (1994),Comedy|Horror|Thriller,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
185,3.0864055299539173,1302,3.096379991678969,"Net, The (1995)",Action|Crime|Thriller,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
186,2.9034782608695653,575,2.9345093370518787,Nine Months (1995),Comedy|Romance,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
187,3.443396226415094,53,3.4744355291130904,Party Girl (1995),Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
188,3.512396694214876,121,3.515749330572096,"Prophecy, The (1995)",Fantasy|Horror|Mystery,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
190,3.7,60,3.643090543515406,Safe (1995),Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,2.6845238095238093,84,2.906825867687601,"Scarlet Letter, The (1995)",Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
193,2.2681940700808627,371,2.3625390247291436,Showgirls (1995),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
194,3.776315789473684,342,3.7563928734311465,Smoke (1995),Comedy|Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
195,3.157754010695187,187,3.209115893623901,Something to Talk About (1995),Comedy|Drama|Romance,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
196,2.834931506849315,730,2.862339669626824,Species (1995),Horror|Sci-Fi,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
198,3.396969696969697,495,3.4045298074597836,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
199,3.707317073170732,82,3.659626329610594,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
203,3.063973063973064,297,3.1066610058605093,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
204,2.974712643678161,435,3.0104906428309386,Under Siege 2: Dark Territory (1995),Action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,3.4166666666666665,78,3.447945823299875,Unstrung Heroes (1995),Comedy|Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
206,3.4411764705882355,51,3.4738043076097105,Unzipped (1995),Documentary,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
207,3.414035087719298,285,3.4250099965599574,"Walk in the Clouds, A (1995)",Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
208,2.8484098939929328,1415,2.862545431776046,Waterworld (1995),Action|Adventure|Sci-Fi,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
209,2.7777777777777777,45,3.0783753188851537,White Man's Burden (1995),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
211,3.712121212121212,33,3.625049982799786,"Browning Version, The (1994)",Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
213,3.9895833333333335,96,3.8799853088602103,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
214,4.078431372549019,51,3.8750388755109446,Before the Rain (Pred dozhdot) (1994),Drama|War,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
